Delivery_ID,Order_ID,Assigned_Rider_ID,Estimated_Delivery_Min,Actual_Delivery_Min,Restaurant_Prep_Min,Pickup_Delay_Min,Delivery_Delay_Min
D006204,O006652,RIDER2058,24,56,32,1.5,32
D006205,O006653,RIDER2376,31,31,20,1.3,0
D006206,O006655,RIDER1666,25,49,42,1.6,24
D006207,O006656,RIDER1900,44,46,36,0.2,2
D006208,O006657,RIDER2304,36,42,37,5.6,6
D006209,O006658,RIDER2235,40,37,14,1.8,0
D006210,O006660,RIDER2065,39,43,40,3.8,4
D006211,O006661,RIDER1726,62,82,22,4.4,20
D006212,O006662,RIDER1370,31,26,34,3.7,0
D006213,O006663,RIDER1396,32,38,21,1.7,6
D006214,O006664,RIDER1405,22,27,20,0.6,5
D006215,O006665,RIDER1875,25,28,38,0.4,3
D006216,O006666,RIDER1165,29,36,30,1.2,7
D006217,O006668,RIDER1704,24,51,19,6.0,27
D006218,O006669,RIDER2475,47,54,35,4.2,7
D006219,O006670,RIDER2341,50,56,28,8.5,6
D006220,O006671,RIDER2243,22,42,15,5.4,20
D006221,O006672,RIDER2272,23,34,37,5.9,11
D006222,O006673,RIDER2067,23,19,28,2.1,0
D006223,O006675,RIDER2395,31,29,36,2.3,0
D006224,O006676,RIDER1693,40,59,36,2.1,19
D006225,O006677,RIDER0834,39,38,30,2.2,0
D006226,O006678,RIDER1973,42,41,14,1.8,0
D006227,O006679,RIDER2134,30,37,42,1.7,7
D006228,O006680,RIDER2285,39,39,14,2.1,0
D006229,O006681,RIDER1600,26,24,37,3.9,0
D006230,O006683,RIDER1282,34,34,35,1.0,0
D006231,O006684,RIDER2289,30,59,21,4.0,29
D006232,O006685,RIDER2265,26,30,24,1.5,4
D006233,O006686,RIDER2420,24,21,40,3.5,0
D006234,O006687,RIDER1609,26,22,27,10.5,0
D006235,O006688,RIDER0351,22,19,15,4.7,0
D006236,O006689,RIDER1556,39,35,25,4.5,0
D006237,O006690,RIDER0902,28,28,22,1.8,0
D006238,O006691,RIDER1323,22,22,25,10.8,0
D006239,O006692,RIDER0705,32,35,16,11.6,3
D006240,O006693,RIDER2410,28,34,14,4.5,6
D006241,O006694,RIDER2424,52,54,36,3.0,2
D006242,O006695,RIDER2355,50,48,39,3.8,0
D006243,O006696,RIDER1980,21,50,38,0.5,29
D006244,O006697,RIDER1008,42,66,28,4.5,24
D006245,O006698,RIDER1013,33,34,30,5.7,1
D006246,O006699,RIDER0519,32,33,38,3.1,1
D006247,O006701,RIDER2043,31,27,19,3.1,0
D006248,O006702,RIDER1582,33,30,33,5.1,0
D006249,O006703,RIDER1133,25,22,31,0.6,0
D006250,O006704,RIDER2010,49,54,16,1.2,5
D006251,O006705,RIDER0794,30,25,24,2.5,0
D006252,O006706,RIDER1245,26,45,25,0.9,19
D006253,O006707,RIDER2018,44,73,41,2.4,29
D006254,O006708,RIDER0459,38,35,32,2.1,0
D006255,O006709,RIDER1716,27,22,24,0.6,0
D006256,O006710,RIDER1522,43,69,41,0.7,26
D006257,O006711,RIDER1888,35,44,33,2.9,9
D006258,O006712,RIDER1416,38,39,19,1.7,1
D006259,O006713,RIDER1455,39,39,31,0.8,0
D006260,O006714,RIDER0912,28,34,36,5.6,6
D006261,O006715,RIDER1775,56,60,23,1.4,4
D006262,O006716,RIDER0225,44,55,24,2.3,11
D006263,O006717,RIDER0881,32,39,25,1.2,7
D006264,O006718,RIDER0774,26,33,19,7.5,7
D006265,O006719,RIDER0487,41,40,27,8.2,0
D006266,O006720,RIDER2447,30,28,16,0.9,0
D006267,O006721,RIDER0679,26,22,30,3.5,0
D006268,O006722,RIDER1813,57,58,36,1.9,1
D006269,O006723,RIDER1147,36,64,24,4.4,28
D006270,O006725,RIDER1636,31,38,14,0.2,7
D006271,O006726,RIDER1718,22,26,37,6.8,4
D006272,O006727,RIDER0990,31,64,18,2.1,33
D006273,O006728,RIDER1460,44,43,38,4.3,0
D006274,O006729,RIDER2143,25,22,38,2.0,0
D006275,O006730,RIDER0665,70,95,25,1.0,25
D006276,O006731,RIDER0003,65,61,16,0.3,0
D006277,O006732,RIDER2419,20,20,22,1.3,0
D006278,O006733,RIDER0645,29,34,33,3.4,5
D006279,O006735,RIDER0688,27,22,39,7.4,0
D006280,O006736,RIDER0557,50,48,18,0.8,0
D006281,O006738,RIDER0737,25,57,35,0.2,32
D006282,O006739,RIDER1191,54,57,21,6.9,3
D006283,O006740,RIDER1280,33,29,21,2.0,0
D006284,O006741,RIDER0844,24,31,31,5.1,7
D006285,O006742,RIDER0031,39,37,24,6.4,0
D006286,O006743,RIDER1296,41,39,21,2.3,0
D006287,O006744,RIDER0630,23,51,33,6.0,28
D006288,O006745,RIDER1622,29,28,33,3.3,0
D006289,O006746,RIDER1598,25,31,31,5.0,6
D006290,O006747,RIDER2304,37,40,37,1.6,3
D006291,O006748,RIDER0890,41,38,31,2.0,0
D006292,O006749,RIDER0535,52,82,22,2.4,30
D006293,O006750,RIDER1129,33,36,15,3.9,3
D006294,O006751,RIDER1848,38,55,25,1.0,17
D006295,O006752,RIDER1508,33,37,25,2.0,4
D006296,O006753,RIDER2139,31,35,25,6.2,4
D006297,O006754,RIDER1086,50,58,22,3.3,8
D006298,O006755,RIDER1754,31,54,36,5.8,23
D006299,O006756,RIDER1729,43,76,38,2.8,33
D006300,O006757,RIDER2159,39,36,41,1.2,0
D006301,O006758,RIDER1426,27,29,33,6.0,2
D006302,O006760,RIDER0457,34,36,17,2.7,2
D006303,O006761,RIDER1595,41,60,27,1.2,19
D006304,O006762,RIDER0579,25,31,21,2.0,6
D006305,O006763,RIDER0109,49,76,39,3.5,27
D006306,O006764,RIDER1815,42,44,29,5.4,2
D006307,O006766,RIDER0415,25,42,34,4.4,17
D006308,O006768,RIDER1991,35,35,41,3.1,0
D006309,O006769,RIDER2006,40,39,24,4.5,0
D006310,O006770,RIDER1645,23,29,21,1.1,6
D006311,O006772,RIDER2046,50,69,37,11.6,19
D006312,O006773,RIDER0219,36,43,18,2.5,7
D006313,O006774,RIDER1145,31,26,31,5.5,0
D006314,O006775,RIDER0055,54,70,29,7.3,16
D006315,O006776,RIDER0037,42,60,21,1.0,18
D006316,O006777,RIDER1840,19,20,42,2.6,1
D006317,O006779,RIDER0930,61,94,27,4.7,33
D006318,O006780,RIDER1589,49,55,23,4.9,6
D006319,O006781,RIDER0814,32,30,28,3.6,0
D006320,O006782,RIDER0968,32,29,25,5.6,0
D006321,O006783,RIDER1287,18,20,38,5.6,2
D006322,O006784,RIDER2489,27,23,16,2.9,0
D006323,O006785,RIDER1418,44,41,42,3.1,0
D006324,O006786,RIDER1496,66,64,30,2.7,0
D006325,O006787,RIDER1188,49,44,22,1.5,0
D006326,O006788,RIDER0350,22,25,22,0.7,3
D006327,O006789,RIDER2389,36,43,15,5.3,7
D006328,O006790,RIDER1006,33,33,36,1.1,0
D006329,O006791,RIDER2138,60,56,29,1.5,0
D006330,O006792,RIDER0753,43,42,28,2.8,0
D006331,O006793,RIDER0187,25,27,37,2.2,2
D006332,O006795,RIDER0121,36,43,27,1.1,7
D006333,O006796,RIDER0498,37,43,32,2.1,6
D006334,O006797,RIDER2013,39,38,39,0.9,0
D006335,O006798,RIDER0570,27,30,29,0.6,3
D006336,O006799,RIDER0303,55,50,31,4.6,0
D006337,O006800,RIDER2012,43,39,42,3.0,0
D006338,O006801,RIDER2038,39,67,28,2.4,28
D006339,O006802,RIDER1808,33,38,28,5.0,5
D006340,O006803,RIDER1878,47,50,38,2.1,3
D006341,O006804,RIDER1559,37,38,14,3.5,1
D006342,O006805,RIDER0416,33,39,15,6.2,6
D006343,O006806,RIDER2197,30,40,39,8.7,10
D006344,O006807,RIDER0633,53,58,35,1.2,5
D006345,O006808,RIDER1738,36,32,39,7.1,0
D006346,O006809,RIDER1086,44,44,35,4.9,0
D006347,O006810,RIDER1065,30,28,30,3.0,0
D006348,O006811,RIDER1099,52,54,21,1.1,2
D006349,O006812,RIDER1614,57,54,24,4.4,0
D006350,O006813,RIDER0159,25,47,38,5.8,22
D006351,O006814,RIDER0222,29,32,24,4.2,3
D006352,O006815,RIDER0718,37,44,21,3.7,7
D006353,O006816,RIDER1639,35,30,15,2.3,0
D006354,O006819,RIDER1965,36,39,22,3.3,3
D006355,O006820,RIDER1574,44,74,37,1.8,30
D006356,O006821,RIDER2229,44,41,32,0.9,0
D006357,O006822,RIDER0547,39,43,20,1.9,4
D006358,O006823,RIDER1198,32,39,37,3.0,7
D006359,O006824,RIDER2103,28,35,31,3.1,7
D006360,O006825,RIDER1935,33,34,25,1.1,1
D006361,O006826,RIDER0629,22,24,31,1.5,2
D006362,O006827,RIDER2265,23,25,27,1.9,2
D006363,O006828,RIDER0966,41,40,25,0.7,0
D006364,O006829,RIDER2371,49,71,24,11.8,22
D006365,O006830,RIDER0709,47,53,41,2.0,6
D006366,O006831,RIDER2251,28,34,21,3.2,6
D006367,O006832,RIDER0276,51,66,30,0.7,15
D006368,O006833,RIDER0923,25,52,21,1.4,27
D006369,O006834,RIDER2185,35,34,16,0.4,0
D006370,O006835,RIDER1651,38,66,28,2.3,28
D006371,O006836,RIDER2500,31,44,29,0.1,13
D006372,O006837,RIDER0044,22,17,28,0.7,0
D006373,O006838,RIDER1656,28,60,28,1.7,32
D006374,O006839,RIDER1592,29,28,15,2.3,0
D006375,O006840,RIDER0892,22,28,23,4.3,6
D006376,O006841,RIDER0638,30,25,27,0.3,0
D006377,O006843,RIDER0069,25,27,35,1.2,2
D006378,O006844,RIDER0643,30,26,29,9.8,0
D006379,O006845,RIDER1897,20,23,40,1.5,3
D006380,O006846,RIDER1929,46,52,28,1.7,6
D006381,O006847,RIDER0554,27,31,20,5.5,4
D006382,O006848,RIDER2484,41,65,27,0.6,24
D006383,O006849,RIDER1060,44,45,28,3.2,1
D006384,O006850,RIDER1685,17,30,38,0.3,13
D006385,O006851,RIDER2007,31,57,32,1.5,26
D006386,O006853,RIDER2472,28,34,37,1.9,6
D006387,O006854,RIDER0789,30,28,16,0.6,0
D006388,O006855,RIDER0818,23,28,33,2.2,5
D006389,O006856,RIDER0711,28,35,25,4.0,7
D006390,O006858,RIDER2492,34,34,30,2.4,0
D006391,O006859,RIDER1709,25,21,30,2.4,0
D006392,O006860,RIDER0460,26,25,14,1.3,0
D006393,O006861,RIDER1526,46,44,29,1.2,0
D006394,O006862,RIDER1530,45,68,19,5.1,23
D006395,O006863,RIDER0180,33,31,17,2.6,0
D006396,O006864,RIDER0563,28,55,30,1.1,27
D006397,O006865,RIDER0076,43,71,31,2.1,28
D006398,O006866,RIDER0324,30,40,33,1.0,10
D006399,O006867,RIDER2302,36,31,18,1.0,0
D006400,O006868,RIDER1642,30,32,21,4.4,2
D006401,O006869,RIDER0408,38,41,38,0.3,3
D006402,O006870,RIDER1689,32,28,38,1.3,0
D006403,O006871,RIDER1935,19,26,17,6.9,7
D006404,O006872,RIDER0673,33,48,34,4.2,15
D006405,O006873,RIDER0074,32,30,31,8.3,0
D006406,O006874,RIDER2096,61,72,36,7.2,11
D006407,O006875,RIDER1124,26,35,39,0.8,9
D006408,O006876,RIDER1721,28,34,24,1.1,6
D006409,O006877,RIDER0830,21,19,15,2.3,0
D006410,O006878,RIDER1918,40,61,21,2.3,21
D006411,O006879,RIDER2179,25,55,15,2.2,30
D006412,O006880,RIDER1434,50,64,23,2.4,14
D006413,O006881,RIDER2275,46,52,16,1.1,6
D006414,O006882,RIDER1741,27,32,19,1.8,5
D006415,O006883,RIDER2391,25,46,22,17.6,21
D006416,O006884,RIDER0731,65,83,19,2.6,18
D006417,O006885,RIDER0804,21,17,41,1.0,0
D006418,O006886,RIDER1326,40,35,30,1.4,0
D006419,O006887,RIDER1377,31,50,24,1.2,19
D006420,O006888,RIDER2362,31,30,24,6.1,0
D006421,O006889,RIDER1901,19,26,29,1.0,7
D006422,O006890,RIDER1947,34,41,24,3.2,7
D006423,O006891,RIDER1248,24,48,26,10.5,24
D006424,O006892,RIDER0914,39,41,31,6.2,2
D006425,O006894,RIDER1783,33,53,33,1.3,20
D006426,O006895,RIDER2487,25,25,19,0.6,0
D006427,O006896,RIDER2076,18,36,16,0.7,18
D006428,O006897,RIDER1073,30,28,18,3.0,0
D006429,O006898,RIDER0575,49,60,37,7.7,11
D006430,O006899,RIDER2414,40,35,17,1.4,0
D006431,O006900,RIDER1822,49,67,24,4.7,18
D006432,O006901,RIDER1814,29,48,20,0.3,19
D006433,O006902,RIDER0640,37,36,21,0.6,0
D006434,O006903,RIDER1053,43,50,31,4.2,7
D006435,O006904,RIDER2067,31,33,19,1.2,2
D006436,O006905,RIDER0409,19,21,42,3.3,2
D006437,O006906,RIDER0896,37,46,15,0.5,9
D006438,O006907,RIDER2158,19,22,21,0.9,3
D006439,O006908,RIDER2074,26,23,31,5.2,0
D006440,O006909,RIDER0655,45,40,28,6.2,0
D006441,O006910,RIDER0605,53,48,21,2.1,0
D006442,O006912,RIDER1729,22,19,18,3.0,0
D006443,O006913,RIDER0634,48,50,34,1.5,2
D006444,O006916,RIDER0610,42,44,23,5.1,2
D006445,O006917,RIDER1600,43,56,42,3.9,13
D006446,O006918,RIDER2066,21,16,25,0.5,0
D006447,O006919,RIDER0006,45,49,31,2.8,4
D006448,O006920,RIDER1181,30,27,41,0.8,0
D006449,O006921,RIDER1398,31,32,31,3.4,1
D006450,O006922,RIDER1855,28,24,28,1.6,0
D006451,O006923,RIDER1819,28,27,30,0.5,0
D006452,O006924,RIDER1280,38,40,29,1.4,2
D006453,O006925,RIDER1456,27,22,25,1.4,0
D006454,O006926,RIDER1469,38,47,22,2.7,9
D006455,O006927,RIDER0015,29,35,35,2.6,6
D006456,O006928,RIDER1306,26,21,20,11.7,0
D006457,O006929,RIDER2257,27,25,31,6.6,0
D006458,O006930,RIDER0186,33,48,37,5.3,15
D006459,O006931,RIDER0481,23,23,35,3.6,0
D006460,O006932,RIDER0297,24,22,25,5.9,0
D006461,O006934,RIDER2413,43,46,27,6.1,3
D006462,O006935,RIDER0336,33,36,15,6.9,3
D006463,O006936,RIDER0984,22,18,29,2.3,0
D006464,O006937,RIDER1953,26,26,35,6.4,0
D006465,O006938,RIDER0622,31,34,30,1.2,3
D006466,O006939,RIDER2323,57,53,42,9.4,0
D006467,O006940,RIDER2249,34,29,31,8.0,0
D006468,O006941,RIDER2036,32,33,28,8.6,1
D006469,O006942,RIDER1953,37,64,27,0.4,27
D006470,O006944,RIDER0412,34,41,35,4.8,7
D006471,O006945,RIDER1115,33,65,24,1.2,32
D006472,O006946,RIDER0187,35,33,38,0.4,0
D006473,O006947,RIDER1557,37,40,27,2.8,3
D006474,O006948,RIDER2466,55,57,32,6.4,2
D006475,O006949,RIDER0941,41,63,14,5.2,22
D006476,O006950,RIDER1538,20,17,28,0.9,0
D006477,O006952,RIDER0363,28,59,16,5.4,31
D006478,O006953,RIDER2033,26,29,17,2.4,3
D006479,O006954,RIDER0029,20,19,32,1.0,0
D006480,O006955,RIDER0150,36,55,17,1.3,19
D006481,O006956,RIDER1370,36,32,22,2.7,0
D006482,O006957,RIDER2295,70,89,24,1.0,19
D006483,O006958,RIDER1893,29,62,28,1.6,33
D006484,O006959,RIDER1307,36,32,34,1.0,0
D006485,O006960,RIDER0411,62,65,41,16.1,3
D006486,O006961,RIDER1533,34,41,21,3.1,7
D006487,O006963,RIDER0446,30,63,17,1.4,33
D006488,O006964,RIDER0421,58,62,38,2.2,4
D006489,O006965,RIDER1119,21,39,40,3.8,18
D006490,O006966,RIDER0195,23,26,15,1.6,3
D006491,O006967,RIDER0230,34,41,30,1.4,7
D006492,O006968,RIDER2175,24,26,21,6.8,2
D006493,O006969,RIDER0191,32,34,41,2.4,2
D006494,O006970,RIDER0185,29,39,30,7.1,10
D006495,O006971,RIDER0796,25,23,27,0.8,0
D006496,O006972,RIDER2169,46,46,41,6.0,0
D006497,O006973,RIDER0302,24,32,23,5.4,8
D006498,O006974,RIDER0663,38,72,25,0.4,34
D006499,O006975,RIDER1100,39,36,31,8.8,0
D006500,O006977,RIDER0531,37,32,42,1.4,0
D006501,O006978,RIDER1665,50,48,29,5.7,0
D006502,O006979,RIDER0344,56,55,31,5.4,0
D006503,O006980,RIDER2200,38,37,35,1.4,0
D006504,O006981,RIDER2060,33,45,17,1.0,12
D006505,O006982,RIDER1685,33,35,27,0.9,2
D006506,O006983,RIDER2466,24,27,36,10.4,3
D006507,O006984,RIDER2055,24,23,37,4.6,0
D006508,O006985,RIDER0773,27,29,19,0.7,2
D006509,O006986,RIDER2450,29,32,25,5.9,3
D006510,O006987,RIDER1518,70,66,15,2.9,0
D006511,O006988,RIDER1404,50,58,32,4.0,8
D006512,O006989,RIDER2188,25,57,28,2.9,32
D006513,O006990,RIDER0835,24,29,24,8.4,5
D006514,O006991,RIDER1446,22,31,39,2.6,9
D006515,O006992,RIDER0537,30,33,31,7.0,3
D006516,O006993,RIDER1932,20,15,31,7.9,0
D006517,O006994,RIDER0177,43,38,29,1.2,0
D006518,O006995,RIDER1818,33,35,15,2.7,2
D006519,O006996,RIDER0837,25,23,15,2.4,0
D006520,O006997,RIDER0327,30,51,27,5.3,21
D006521,O006998,RIDER2379,28,41,19,8.2,13
D006522,O006999,RIDER0090,21,17,31,0.4,0
D006523,O007000,RIDER1485,29,44,16,1.4,15
D006524,O007001,RIDER2273,24,30,23,4.6,6
D006525,O007002,RIDER0627,22,26,41,3.0,4
D006526,O007003,RIDER0191,29,24,28,0.9,0
D006527,O007004,RIDER1941,38,38,15,6.0,0
D006528,O007005,RIDER1438,46,45,15,2.8,0
D006529,O007006,RIDER0059,34,45,16,3.7,11
D006530,O007007,RIDER0295,26,30,29,5.4,4
D006531,O007008,RIDER2276,28,38,23,1.7,10
D006532,O007009,RIDER0153,36,42,37,10.4,6
D006533,O007010,RIDER0870,31,31,14,1.7,0
D006534,O007011,RIDER0767,22,24,41,1.3,2
D006535,O007012,RIDER0443,34,35,29,5.9,1
D006536,O007013,RIDER1637,45,48,17,9.6,3
D006537,O007014,RIDER1850,31,34,15,0.9,3
D006538,O007015,RIDER1749,30,37,30,6.4,7
D006539,O007016,RIDER0299,36,39,21,3.2,3
D006540,O007017,RIDER0845,34,35,30,5.3,1
D006541,O007018,RIDER2277,40,41,28,7.1,1
D006542,O007019,RIDER2466,25,24,14,0.4,0
D006543,O007020,RIDER1364,21,35,18,4.8,14
D006544,O007021,RIDER1146,23,40,17,4.4,17
D006545,O007022,RIDER0237,36,43,37,1.5,7
D006546,O007023,RIDER0776,42,49,38,5.5,7
D006547,O007024,RIDER2033,39,67,23,3.6,28
D006548,O007025,RIDER1136,28,27,36,1.8,0
D006549,O007026,RIDER1824,28,23,33,9.7,0
D006550,O007027,RIDER1539,30,29,33,7.7,0
D006551,O007028,RIDER0999,18,40,31,8.6,22
D006552,O007029,RIDER0207,46,79,15,2.0,33
D006553,O007030,RIDER2294,43,72,19,7.6,29
D006554,O007031,RIDER2094,32,56,30,1.4,24
D006555,O007032,RIDER1949,50,54,33,5.3,4
D006556,O007033,RIDER2048,32,46,25,4.6,14
D006557,O007034,RIDER1492,30,45,31,1.9,15
D006558,O007035,RIDER1986,26,24,30,3.5,0
D006559,O007036,RIDER2225,32,27,27,3.1,0
D006560,O007037,RIDER0940,29,34,21,1.2,5
D006561,O007038,RIDER2142,27,36,29,3.1,9
D006562,O007039,RIDER0877,62,90,23,3.1,28
D006563,O007040,RIDER1306,25,30,29,3.2,5
D006564,O007041,RIDER1621,24,48,25,1.8,24
D006565,O007042,RIDER1656,26,40,14,5.6,14
D006566,O007043,RIDER0173,37,34,28,1.9,0
D006567,O007044,RIDER1176,29,26,23,0.7,0
D006568,O007045,RIDER0342,42,58,25,3.0,16
D006569,O007046,RIDER1513,30,58,24,6.1,28
D006570,O007047,RIDER1814,23,18,24,4.5,0
D006571,O007048,RIDER0653,27,30,36,2.2,3
D006572,O007049,RIDER0998,38,34,41,1.8,0
D006573,O007050,RIDER0818,28,34,38,0.6,6
D006574,O007051,RIDER0857,22,18,42,0.8,0
D006575,O007052,RIDER1591,36,38,38,1.0,2
D006576,O007053,RIDER0537,22,29,33,1.2,7
D006577,O007054,RIDER0048,33,56,28,5.6,23
D006578,O007055,RIDER1516,53,55,14,1.1,2
D006579,O007056,RIDER0065,32,31,15,4.9,0
D006580,O007057,RIDER1162,32,51,33,7.6,19
D006581,O007058,RIDER2067,54,70,28,7.5,16
D006582,O007059,RIDER0365,40,37,39,5.3,0
D006583,O007060,RIDER0386,53,69,14,3.0,16
D006584,O007061,RIDER0208,24,54,35,1.1,30
D006585,O007062,RIDER0108,26,22,20,5.0,0
D006586,O007063,RIDER1886,34,42,14,2.1,8
D006587,O007064,RIDER2067,34,43,40,0.9,9
D006588,O007065,RIDER1533,37,36,42,7.7,0
D006589,O007066,RIDER2291,36,34,35,4.4,0
D006590,O007067,RIDER0675,28,24,25,0.8,0
D006591,O007068,RIDER1996,32,65,22,3.3,33
D006592,O007069,RIDER0876,55,62,23,0.6,7
D006593,O007071,RIDER1430,62,57,24,5.1,0
D006594,O007072,RIDER0488,39,46,18,1.8,7
D006595,O007073,RIDER2408,32,33,31,4.9,1
D006596,O007074,RIDER2369,31,28,33,7.5,0
D006597,O007075,RIDER0709,32,39,34,1.5,7
D006598,O007076,RIDER0350,19,39,19,1.1,20
D006599,O007077,RIDER0536,39,42,38,4.1,3
D006600,O007078,RIDER2189,69,92,33,2.9,23
D006601,O007079,RIDER0936,36,43,14,7.2,7
D006602,O007080,RIDER1577,26,41,24,1.6,15
D006603,O007081,RIDER1117,33,64,31,2.7,31
D006604,O007082,RIDER0029,46,78,42,2.7,32
D006605,O007083,RIDER0893,23,30,24,10.9,7
D006606,O007084,RIDER0166,36,53,33,1.8,17
D006607,O007085,RIDER2311,25,53,40,2.9,28
D006608,O007086,RIDER0901,60,71,15,0.1,11
D006609,O007087,RIDER1568,34,36,35,1.3,2
D006610,O007088,RIDER2040,65,79,32,3.1,14
D006611,O007089,RIDER0122,29,26,29,5.7,0
D006612,O007090,RIDER1554,37,61,22,2.1,24
D006613,O007091,RIDER1714,34,50,34,3.4,16
D006614,O007092,RIDER0154,42,56,21,2.6,14
D006615,O007093,RIDER2434,22,25,16,0.3,3
D006616,O007094,RIDER1073,35,56,21,3.9,21
D006617,O007095,RIDER2272,21,28,24,3.3,7
D006618,O007096,RIDER1662,17,17,37,1.3,0
D006619,O007098,RIDER0704,25,28,18,2.8,3
D006620,O007099,RIDER1184,26,21,40,3.8,0
D006621,O007100,RIDER0895,45,55,42,2.6,10
D006622,O007101,RIDER0269,22,54,32,6.3,32
D006623,O007102,RIDER0350,34,40,29,0.9,6
D006624,O007103,RIDER0860,33,63,31,7.1,30
D006625,O007104,RIDER0212,20,18,27,0.9,0
D006626,O007105,RIDER0877,35,38,19,0.4,3
D006627,O007106,RIDER0327,36,39,31,3.1,3
D006628,O007107,RIDER0121,30,37,39,2.3,7
D006629,O007108,RIDER0645,33,57,30,0.9,24
D006630,O007109,RIDER1027,24,51,15,5.0,27
D006631,O007110,RIDER1375,29,28,27,2.1,0
D006632,O007111,RIDER2410,27,29,14,4.2,2
D006633,O007112,RIDER2089,33,38,18,2.1,5
D006634,O007113,RIDER2281,31,31,34,3.5,0
D006635,O007114,RIDER0617,43,73,21,6.2,30
D006636,O007116,RIDER0072,34,35,25,4.8,1
D006637,O007117,RIDER2220,63,60,41,2.7,0
D006638,O007118,RIDER1750,38,56,16,2.5,18
D006639,O007119,RIDER0065,33,31,28,3.5,0
D006640,O007120,RIDER0390,25,27,15,8.0,2
D006641,O007121,RIDER1734,40,69,23,6.1,29
D006642,O007122,RIDER2452,27,24,17,10.6,0
D006643,O007123,RIDER2081,32,55,16,5.8,23
D006644,O007124,RIDER1200,23,23,20,1.0,0
D006645,O007125,RIDER0194,36,32,40,9.6,0
D006646,O007126,RIDER1457,35,30,16,9.3,0
D006647,O007127,RIDER0141,31,26,31,0.9,0
D006648,O007128,RIDER0176,34,37,35,0.7,3
D006649,O007129,RIDER0779,30,36,20,3.5,6
D006650,O007130,RIDER0663,40,55,22,2.1,15
D006651,O007131,RIDER0708,66,97,19,3.1,31
D006652,O007132,RIDER1729,49,52,20,10.3,3
D006653,O007133,RIDER2032,39,46,32,2.4,7
D006654,O007134,RIDER1345,25,27,18,2.9,2
D006655,O007135,RIDER0920,39,52,22,0.4,13
D006656,O007136,RIDER0330,23,27,35,8.1,4
D006657,O007137,RIDER0678,26,32,35,5.0,6
D006658,O007138,RIDER0120,26,56,31,7.8,30
D006659,O007139,RIDER1713,30,25,22,2.9,0
D006660,O007140,RIDER2234,43,45,18,4.5,2
D006661,O007141,RIDER0672,29,24,39,5.5,0
D006662,O007142,RIDER0572,35,38,25,2.8,3
D006663,O007143,RIDER0081,26,32,16,2.8,6
D006664,O007144,RIDER0964,36,36,19,7.7,0
D006665,O007145,RIDER2260,50,67,28,2.9,17
D006666,O007146,RIDER0284,34,64,15,5.3,30
D006667,O007147,RIDER0077,22,53,23,1.5,31
D006668,O007148,RIDER0214,24,30,33,0.9,6
D006669,O007149,RIDER1957,37,53,37,3.6,16
D006670,O007150,RIDER0778,35,42,22,4.3,7
D006671,O007151,RIDER1020,68,87,34,1.1,19
D006672,O007152,RIDER1229,26,43,21,9.9,17
D006673,O007153,RIDER1657,40,70,28,5.3,30
D006674,O007154,RIDER1003,19,24,32,6.5,5
D006675,O007155,RIDER0926,30,36,14,2.7,6
D006676,O007156,RIDER0797,38,57,36,1.8,19
D006677,O007157,RIDER0930,28,25,14,1.0,0
D006678,O007158,RIDER0998,30,32,16,5.7,2
D006679,O007159,RIDER0461,31,32,39,3.4,1
D006680,O007160,RIDER1432,26,27,37,2.3,1
D006681,O007161,RIDER1168,35,38,15,3.8,3
D006682,O007162,RIDER1001,31,34,31,5.1,3
D006683,O007163,RIDER1720,27,29,36,9.2,2
D006684,O007164,RIDER0463,37,35,31,1.6,0
D006685,O007165,RIDER1327,19,36,21,0.5,17
D006686,O007166,RIDER0471,32,39,37,0.7,7
D006687,O007167,RIDER2374,28,40,33,3.2,12
D006688,O007168,RIDER1449,39,61,31,0.1,22
D006689,O007169,RIDER0547,26,33,18,0.4,7
D006690,O007170,RIDER2221,39,61,18,3.4,22
D006691,O007171,RIDER1344,27,22,38,1.7,0
D006692,O007172,RIDER1567,46,43,15,1.2,0
D006693,O007173,RIDER1251,30,32,21,4.1,2
D006694,O007174,RIDER1758,34,39,29,3.3,5
D006695,O007175,RIDER0477,21,38,14,4.9,17
D006696,O007176,RIDER2126,25,31,35,3.8,6
D006697,O007177,RIDER0490,26,51,28,1.7,25
D006698,O007178,RIDER2109,29,51,31,3.9,22
D006699,O007180,RIDER0057,42,63,14,1.3,21
D006700,O007181,RIDER1844,29,36,28,0.6,7
D006701,O007182,RIDER0700,60,71,29,0.5,11
D006702,O007183,RIDER2397,52,83,21,2.7,31
D006703,O007184,RIDER0948,29,55,29,0.9,26
D006704,O007185,RIDER2489,24,27,31,2.6,3
D006705,O007186,RIDER0726,23,19,14,7.1,0
D006706,O007187,RIDER0880,27,59,24,3.5,32
D006707,O007188,RIDER0125,63,71,21,2.5,8
D006708,O007190,RIDER1361,54,52,23,4.6,0
D006709,O007191,RIDER1952,27,32,25,2.1,5
D006710,O007192,RIDER1902,49,71,21,1.3,22
D006711,O007193,RIDER1561,39,66,16,6.3,27
D006712,O007194,RIDER1160,30,49,27,1.5,19
D006713,O007195,RIDER0009,31,33,15,0.6,2
D006714,O007196,RIDER1169,32,28,23,0.9,0
D006715,O007197,RIDER0007,37,60,21,1.2,23
D006716,O007198,RIDER2453,27,57,18,5.5,30
D006717,O007199,RIDER0896,35,39,33,4.8,4
D006718,O007200,RIDER1218,21,42,38,9.3,21
